restaurant_id,Highlights,Present/NotPresent
16520794,Home Delivery,Present
16520794,Takeaway Available,Present
16519381,Home Delivery,Present
16519381,Takeaway Available,Present
9100158,Home Delivery,Present
9100158,Takeaway Available,Present
9100950,Takeaway Available,Present
9100950,Serves Alcohol,Present
9100950,Wifi,Present
9100950,Indoor Seating,Present
16518458,Takeaway Available,Present
16518458,Wifi,Present
16518458,Outdoor Seating,Present
16517336,Breakfast,Present
16517336,Takeaway Available,Present
16517336,Wine and Beer,Present
16517336,Wifi,Present
16517336,Indoor Seating,Present
16519013,Takeaway Available,Present
16519013,Indoor Seating,Present
9100831,Breakfast,Present
9100831,Takeaway Available,Present
9100831,Kid Friendly,Present
9100831,Indoor Seating,Present
9100831,Wifi,Present
16520767,Takeaway Available,Present
16520767,Indoor Seating,Present
16517293,Takeaway Available,Present
16517293,Kid Friendly,Present
16517293,Indoor Seating,Present
16517293,Wifi,Present
16518637,Takeaway Available,Present
16518637,Indoor Seating,Present
16518637,Wifi,Present
9100838,Takeaway Available,Present
9100838,Wifi,Present
9100838,Indoor Seating,Present
9100421,No Takeaway,Not Present
9100421,Full Bar Available,Present
9100421,Wifi,Present
9100421,Live Sports Screening,Present
9100421,Outdoor Seating,Present
9100421,Has Early Bird Menu,Present
9100274,No Takeaway,Not Present
9100274,Full Bar Available,Present
9100274,Live Music,Present
9100274,Wifi,Present
9100274,Live Sports Screening,Present
9100274,Indoor Seating,Present
9100274,Has Early Bird Menu,Present
16518391,No Takeaway,Not Present
16518391,Full Bar Available,Present
16518391,Wifi,Present
16518391,Live Sports Screening,Present
16518391,Indoor Seating,Present
16518391,Lunch Menu,Present
16518534,Takeaway Available,Present
16518534,Wine and Beer,Present
16518534,Wifi,Present
16518534,Indoor Seating,Present
16518534,Gluten Free Options,Present
9101628,No Takeaway,Not Present
9101628,Beer,Present
9101628,Indoor Seating,Present
9101628,Outdoor Seating,Present
9101628,Smoking Area,Present
16519200,No Takeaway,Not Present
16519200,Full Bar Available,Present
16519200,Outdoor Seating,Present
16519200,Smoking Area,Present
16519200,Nightlife,Present
16519200,Indoor Seating,Present
16519200,Wifi,Present
16519200,Craft Beer,Present
16522264,No Takeaway,Not Present
16522264,Serves Alcohol,Present
16522264,Indoor Seating,Present
9100900,Breakfast,Present
9100900,No Takeaway,Not Present
9100900,Full Bar Available,Present
9100900,Live Music,Present
9100900,Outdoor Seating,Present
9100900,Live Sports Screening,Present
9100900,Craft Beer,Present
9100900,Wifi,Present
9100900,Lunch Menu,Present
9100900,Nightlife,Present
9101058,Breakfast,Present
9101058,No Takeaway,Not Present
9101058,Full Bar Available,Present
9101058,Live Sports Screening,Present
9101058,Live Music,Present
9101058,Outdoor Seating,Present
9101058,Wifi,Present
9101058,Nightlife,Present
9101058,Smoking Area,Present
16522150,No Takeaway,Not Present
16522150,Full Bar Available,Present
16522150,Nightlife,Present
16522150,Indoor Seating,Present
16522150,Craft Beer,Present
9100825,No Takeaway,Not Present
9100825,Full Bar Available,Present
9100825,Live Music,Present
9100825,Outdoor Seating,Present
9100825,Wifi,Present
9100825,Live Sports Screening,Present
9100825,Kid Friendly,Present
9100825,Nightlife,Present
9101863,No Takeaway,Not Present
9101863,Full Bar Available,Present
9101863,Live Music,Present
9101863,Indoor Seating,Present
9101863,Lunch Menu,Present
9101863,Nightlife,Present
9101863,Craft Beer,Present
9101863,Smoking Area,Present
9101863,Wifi,Present
9101863,Has Early Bird Menu,Present
9101863,Live Sports Screening,Present
16520683,No Takeaway,Not Present
16520683,Full Bar Available,Present
16520683,Live Music,Present
16520683,Indoor Seating,Present
16520683,Lunch Menu,Present
16520683,Nightlife,Present
16520683,Smoking Area,Present
16520683,Live Sports Screening,Present
9100941,No Takeaway,Not Present
9100941,Full Bar Available,Present
9100941,Live Music,Present
9100941,Indoor Seating,Present
9100941,Lunch Menu,Present
9100941,Craft Beer,Present
9100941,Wifi,Present
9100941,Nightlife,Present
16519458,No Takeaway,Not Present
16519458,Serves Alcohol,Present
16519458,Wifi,Present
16519458,Craft Beer,Present
16519458,Indoor Seating,Present
16519458,Nightlife,Present
16517423,No Takeaway,Not Present
16517423,Full Bar Available,Present
16517423,Indoor Seating,Present
16517423,Lunch Menu,Present
16517423,Live Sports Screening,Present
16517423,Craft Beer,Present
16517423,Outdoor Seating,Present
16517423,Wifi,Present
16517423,Board Games,Present
16517423,Nightlife,Present
9101022,Breakfast,Present
9101022,No Takeaway,Not Present
9101022,Full Bar Available,Present
9101022,Smoking Area,Present
9101022,Nightlife,Present
9101022,Indoor Seating,Present
9101022,Wifi,Present
9101022,Live Sports Screening,Present
9101022,Craft Beer,Present
16519310,No Takeaway,Not Present
16519310,Full Bar Available,Present
16519310,Wifi,Present
16519310,Live Sports Screening,Present
16519310,Indoor Seating,Present
16519310,Lunch Menu,Present
16519310,Nightlife,Present
16519310,Sports Bar,Present
16519310,Outdoor Seating,Present
16519310,Smoking Area,Present
16522503,No Takeaway,Not Present
16522503,Full Bar Available,Present
16522503,Wifi,Present
16522503,Board Games,Present
16522503,Nightlife,Present
16522503,Craft Beer,Present
16522503,Outdoor Seating,Present
16522503,Lunch Menu,Present
16522503,Live Sports Screening,Present
9100712,No Takeaway,Not Present
9100712,Serves Alcohol,Present
9100712,Wifi,Present
9100712,Board Games,Present
9100712,Craft Beer,Present
9100712,Indoor Seating,Present
9100712,Lunch Menu,Present
9100712,Nightlife,Present
9101314,Breakfast,Present
9101314,No Takeaway,Not Present
9101314,Full Bar Available,Present
9101314,Indoor Seating,Present
9101314,Live Sports Screening,Present
9101314,Craft Beer,Present
9101314,Outdoor Seating,Present
9101314,Wifi,Present
9101314,Nightlife,Present
9101015,No Takeaway,Not Present
9101015,Full Bar Available,Present
9101015,Indoor Seating,Present
9101015,Wifi,Present
9101015,Live Sports Screening,Present
9101015,Craft Beer,Present
9101015,Outdoor Seating,Present
9101015,Kid Friendly,Present
9101015,Lunch Menu,Present
9101015,Nightlife,Present
9101584,No Takeaway,Not Present
9101584,Full Bar Available,Present
9101584,Smoking Area,Present
9101584,Nightlife,Present
9101584,Outdoor Seating,Present
9101584,Wifi,Present
9101584,Craft Beer,Present
16519292,No Takeaway,Not Present
16519292,Full Bar Available,Present
16519292,Live Music,Present
16519292,Indoor Seating,Present
16519292,Live Sports Screening,Present
16519292,Wifi,Present
16519292,Nightlife,Present
9100331,No Takeaway,Not Present
9100331,Full Bar Available,Present
9100331,Live Sports Screening,Present
9100331,Live Music,Present
9100331,Outdoor Seating,Present
9100331,Smoking Area,Present
9100331,Nightlife,Present
9100331,Kid Friendly,Present
9100331,Wifi,Present
16518448,Breakfast,Present
16518448,Takeaway Available,Present
16518448,Indoor Seating,Present
9100254,Breakfast,Present
9100254,Takeaway Available,Present
9100254,No Alcohol Available,Not Present
9100254,Indoor Seating,Present
9100461,Breakfast,Present
9100461,Takeaway Available,Present
9100461,Indoor Seating,Present
9100461,Wifi,Present
16520220,Breakfast,Present
16520220,Takeaway Available,Present
16520220,Wifi,Present
16520220,Indoor Seating,Present
16520744,Breakfast,Present
16520744,Takeaway Only,Present
9101208,Breakfast,Present
9101208,Takeaway Available,Present
9101208,Indoor Seating,Present
16522108,Breakfast,Present
16522108,Takeaway Available,Present
16522108,Lunch Menu,Present
16522108,Wifi,Present
16522108,Indoor Seating,Present
16518596,Breakfast,Present
16518596,Takeaway Only,Present
16518596,Seating Not Available,Not Present
16518596,No Alcohol Available,Not Present
16520817,Breakfast,Present
16520817,Takeaway Available,Present
16520817,Wifi,Present
16520817,Indoor Seating,Present
16519023,Breakfast,Present
16519023,Takeaway Available,Present
16519023,Indoor Seating,Present
16519023,Wifi,Present
9100787,Breakfast,Present
9100787,Takeaway Available,Present
9100787,No Alcohol Available,Not Present
9100787,Indoor Seating,Present
16519335,Breakfast,Present
16519335,Takeaway Available,Present
16519335,Indoor Seating,Present
16519335,Outdoor Seating,Present
9100150,Breakfast,Present
9100150,Home Delivery,Present
9100150,Takeaway Available,Present
9100150,Wifi,Present
9100150,Indoor Seating,Present
9100106,Breakfast,Present
9100106,Takeaway Available,Present
9100106,No Alcohol Available,Not Present
9100106,Indoor Seating,Present
16520020,Breakfast,Present
16520020,Takeaway Available,Present
16520020,Indoor Seating,Present
16522369,Breakfast,Present
16522369,Takeaway Available,Present
16522369,Indoor Seating,Present
16520669,Breakfast,Present
16520669,Takeaway Available,Present
16520669,Smoking Area,Present
16520669,Indoor Seating,Present
16520669,Wifi,Present
9100420,Breakfast,Present
9100420,Takeaway Available,Present
9100420,Wifi,Present
9100420,Indoor Seating,Present
9101234,Breakfast,Present
9101234,Takeaway Available,Present
9101234,Wifi,Present
9101234,Indoor Seating,Present
16519117,Breakfast,Present
16519117,Takeaway Available,Present
16519117,Indoor Seating,Present
16519117,Outdoor Seating,Present
16519117,Smoking Area,Present
16519002,Breakfast,Present
16519002,Takeaway Available,Present
16519002,Wine and Beer,Present
16519002,Craft Beer,Present
16519002,Outdoor Seating,Present
16519002,Nightlife,Present
9100185,Breakfast,Present
9100185,Takeaway Available,Present
9100185,Outdoor Seating,Present
9101363,Breakfast,Present
9101363,Takeaway Only,Present
9101363,Seating Not Available,Not Present
9101363,No Alcohol Available,Not Present
9100597,Breakfast,Present
9100597,Takeaway Available,Present
9100597,Indoor Seating,Present
9100301,Breakfast,Present
9100301,Takeaway Available,Present
9100301,Indoor Seating,Present
16520675,Breakfast,Present
16520675,Takeaway Only,Present
16520675,Wifi,Present
16522203,Breakfast,Present
16522203,Takeaway Available,Present
16522203,Lunch Menu,Present
16522203,Indoor Seating,Present
16519997,Breakfast,Present
16519997,Takeaway Available,Present
16519997,Kid Friendly,Present
16519997,Indoor Seating,Present
16519997,Wifi,Present
16517329,Breakfast,Present
16517329,Takeaway Available,Present
16517329,Kid Friendly,Present
16517329,Indoor Seating,Present
16517329,Wifi,Present
16517329,Lunch Menu,Present
16518175,Breakfast,Present
16518175,Takeaway Only,Present
16518635,Breakfast,Present
16518635,Takeaway Available,Present
16518635,Wifi,Present
16518635,Indoor Seating,Present
16519922,Breakfast,Present
16519922,Takeaway Available,Present
16519922,Indoor Seating,Present
16522460,Breakfast,Present
16522460,Takeaway Only,Present
16522460,Wine,Present
16522460,Wifi,Present
16522460,Brunch,Present
16522460,Kid Friendly,Present
16522460,Lunch Menu,Present
16518383,Breakfast,Present
16518383,Takeaway Available,Present
16518383,Wifi,Present
16518383,Indoor Seating,Present
9100220,Breakfast,Present
9100220,Takeaway Available,Present
9100220,Indoor Seating,Present
9100220,Kid Friendly,Present
9100220,Wifi,Present
9100220,Outdoor Seating,Present
16518361,Breakfast,Present
16518361,Takeaway Available,Present
16518361,Indoor Seating,Present
16518361,Wifi,Present
16518460,Breakfast,Present
16518460,Takeaway Available,Present
16518460,Indoor Seating,Present
16518460,Outdoor Seating,Present
16518460,Wifi,Present
16518197,Home Delivery,Present
16518197,Takeaway Available,Present
16518197,Full Bar Available,Present
16518197,Wifi,Present
16518197,Indoor Seating,Present
16518197,Craft Beer,Present
16522373,Takeaway Available,Present
16522373,Beer,Present
16522373,Wifi,Present
16522373,Indoor Seating,Present
16522373,Craft Beer,Present
16519317,No Takeaway,Not Present
16519317,Full Bar Available,Present
16519317,Kid Friendly,Present
16519317,Lunch Menu,Present
16519317,Indoor Seating,Present
16519317,Wifi,Present
9100683,Takeaway Available,Present
9100683,Full Bar Available,Present
9100683,Live Music,Present
9100683,Indoor Seating,Present
9100683,Live Sports Screening,Present
9100683,Wifi,Present
9100683,Nightlife,Present
9101081,Takeaway Available,Present
9101081,Full Bar Available,Present
9101081,Nightlife,Present
9101081,Craft Beer,Present
9101081,Live Music,Present
9101081,Indoor Seating,Present
9101081,Lunch Menu,Present
9101081,Live Sports Screening,Present
9101081,Wifi,Present
9100800,No Takeaway,Not Present
9100800,Full Bar Available,Present
9100800,Kid Friendly,Present
9100800,Lunch Menu,Present
9100800,Indoor Seating,Present
9100800,Wifi,Present
9100871,No Takeaway,Not Present
9100871,Full Bar Available,Present
9100871,Kid Friendly,Present
9100871,Live Sports Screening,Present
9100871,Indoor Seating,Present
9100871,Wifi,Present
9100871,Nightlife,Present
9100318,Takeaway Available,Present
9100318,Full Bar Available,Present
9100318,Indoor Seating,Present
9100128,Takeaway Available,Present
9100128,Wifi,Present
9100128,Indoor Seating,Present
16520781,Home Delivery,Present
16520781,Takeaway Available,Present
16520781,Wifi,Present
16520781,Indoor Seating,Present
9100658,No Takeaway,Not Present
9100658,Full Bar Available,Present
9100658,Indoor Seating,Present
9100658,Karaoke,Present
9100658,Nightlife,Present
9100658,Sports Bar,Present
9100658,Outdoor Seating,Present
9100658,Wifi,Present
9100658,Live Sports Screening,Present
16521225,Breakfast,Present
16521225,Takeaway Available,Present
16521225,Indoor Seating,Present
16521225,Wifi,Present
16521225,Kid Friendly,Present
16521225,Lunch Menu,Present
9100065,Breakfast,Present
9100065,Takeaway Available,Present
9100065,Wine and Beer,Present
9100065,Indoor Seating,Present
16518389,Takeaway Available,Present
16518389,Serves Alcohol,Present
16518389,Kid Friendly,Present
16518389,Indoor Seating,Present
16518389,Wifi,Present
16518389,Lunch Menu,Present
16519443,No Takeaway,Not Present
16519443,Full Bar Available,Present
16519443,Wifi,Present
16519443,Indoor Seating,Present
9100454,Breakfast,Present
9100454,Takeaway Available,Present
9100454,Indoor Seating,Present
9100933,No Takeaway,Not Present
9100933,Full Bar Available,Present
9100933,Live Music,Present
9100933,Outdoor Seating,Present
9100933,Live Sports Screening,Present
9100933,Craft Beer,Present
9100933,Wifi,Present
9100933,Nightlife,Present
9100418,Home Delivery,Present
9100418,Takeaway Available,Present
9100418,Kid Friendly,Present
9100418,Indoor Seating,Present
9100088,No Takeaway,Not Present
9100088,Full Bar Available,Present
9100088,Wifi,Present
9100088,Nightlife,Present
9100088,Outdoor Seating,Present
9100088,Live Sports Screening,Present
9100926,Breakfast,Present
9100926,No Takeaway,Not Present
9100926,Full Bar Available,Present
9100926,Pet Friendly,Present
9100926,Lunch Menu,Present
9100926,Nightlife,Present
9100926,Indoor Seating,Present
9100926,Live Sports Screening,Present
16519123,No Takeaway,Not Present
16519123,Full Bar Available,Present
16519123,Wifi,Present
16519123,Nightlife,Present
16519123,Live Music,Present
16519123,Indoor Seating,Present
16519123,Lunch Menu,Present
9100297,No Takeaway,Not Present
9100297,Full Bar Available,Present
9100297,Wifi,Present
9100297,Nightlife,Present
9100297,Outdoor Seating,Present
9100297,Live Sports Screening,Present
16518996,No Takeaway,Not Present
16518996,Full Bar Available,Present
16518996,Nightlife,Present
16518996,Smoking Area,Present
16518996,Outdoor Seating,Present
16518996,Wifi,Present
16522435,No Takeaway,Not Present
16522435,Full Bar Available,Present
16522435,Live Music,Present
16522435,Indoor Seating,Present
16522435,Nightlife,Present
16522435,Live Sports Screening,Present
16522435,Craft Beer,Present
9100910,No Takeaway,Not Present
9100910,Full Bar Available,Present
9100910,Nightlife,Present
9100910,Indoor Seating,Present
16521208,No Takeaway,Not Present
16521208,Full Bar Available,Present
16521208,Live Music,Present
16521208,Indoor Seating,Present
16521208,Nightlife,Present
16521208,Wifi,Present
9101644,Takeaway Available,Present
9101644,Full Bar Available,Present
9101644,Wifi,Present
9101644,Live Sports Screening,Present
9101644,Craft Beer,Present
9101644,Wine By Glass,Present
9101644,Indoor Seating,Present
9101644,Board Games,Present
9101644,Nightlife,Present
9101644,Serves Cocktails,Present
9100856,No Takeaway,Not Present
9100856,Full Bar Available,Present
9100856,Smoking Area,Present
9100856,Live Sports Screening,Present
9100856,Craft Beer,Present
9100856,Outdoor Seating,Present
9100856,Wifi,Present
9100856,Nightlife,Present
9101525,No Takeaway,Not Present
9101525,Full Bar Available,Present
9101525,Nightlife,Present
9101525,Outdoor Seating,Present
16519399,No Takeaway,Not Present
16519399,Full Bar Available,Present
16519399,Luxury Dining,Present
16519399,Indoor Seating,Present
16519399,Has Early Bird Menu,Present
16522484,No Takeaway,Not Present
16522484,Serves Alcohol,Present
16522484,Kid Friendly,Present
16522484,Lunch Menu,Present
16522484,Indoor Seating,Present
16522484,Has Early Bird Menu,Present
16517313,No Takeaway,Not Present
16517313,Full Bar Available,Present
16517313,Kid Friendly,Present
16517313,Wifi,Present
16517313,Indoor Seating,Present
16517313,Smoking Area,Present
16517313,Nightlife,Present
16519204,No Takeaway,Not Present
16519204,Full Bar Available,Present
16519204,Smoking Area,Present
16519204,Nightlife,Present
16519204,Outdoor Seating,Present
16519204,Has Early Bird Menu,Present
16519204,Craft Beer,Present
16519184,No Takeaway,Not Present
16519184,Full Bar Available,Present
16519184,Indoor Seating,Present
16519184,Wifi,Present
16519184,Nightlife,Present
16519184,Outdoor Seating,Present
16519184,Kid Friendly,Present
9101579,No Takeaway,Not Present
9101579,Full Bar Available,Present
9101579,Live Music,Present
9101579,Outdoor Seating,Present
9101579,Lunch Menu,Present
9101579,Smoking Area,Present
9101579,Wifi,Present
9101422,No Takeaway,Not Present
9101422,Wine,Present
9101422,Wifi,Present
9101422,Has Early Bird Menu,Present
9101422,Indoor Seating,Present
9101422,Gluten Free Options,Present
9101422,Lunch Menu,Present
9101422,Serves Cocktails,Present
18341416,No Takeaway,Not Present
18341416,Full Bar Available,Present
18341416,Nightlife,Present
18341416,Indoor Seating,Present
9100078,Takeaway Available,Present
9100078,Wine and Beer,Present
9100078,Kid Friendly,Present
9100078,Has Early Bird Menu,Present
9100078,Indoor Seating,Present
16522158,No Takeaway,Not Present
16522158,Full Bar Available,Present
16522158,Wifi,Present
16522158,Indoor Seating,Present
16522158,Lunch Menu,Present
9101571,Breakfast,Present
9101571,No Takeaway,Not Present
9101571,Wine and Beer,Present
9101571,Indoor Seating,Present
9101571,Outdoor Seating,Present
9101571,Kid Friendly,Present
9101571,Lunch Menu,Present
16509209,No Takeaway,Not Present
16509209,Serves Alcohol,Present
16509209,Wifi,Present
16509209,Indoor Seating,Present
16509209,Has Early Bird Menu,Present
16522363,No Takeaway,Not Present
16522363,Indoor Seating,Present
16522231,Takeaway Available,Present
16522231,Full Bar Available,Present
16522231,Serves Cocktails,Present
16522231,Brunch,Present
16522231,Indoor Seating,Present
16518387,Takeaway Available,Present
16518387,Serves Alcohol,Present
16518387,Indoor Seating,Present
16518387,Has Early Bird Menu,Present
16518387,Wifi,Present
16517440,No Takeaway,Not Present
16517440,Full Bar Available,Present
16517440,Live Music,Present
16517440,Indoor Seating,Present
16517440,Wifi,Present
16517440,Lunch Menu,Present
16517440,Luxury Dining,Present
16517440,Has Early Bird Menu,Present
16517440,Nightlife,Present
9100756,No Takeaway,Not Present
9100756,Serves Alcohol,Present
9100756,Indoor Seating,Present
9100126,Home Delivery,Present
9100126,Takeaway Available,Present
9100126,Wine,Present
9100126,Indoor Seating,Present
16522228,Takeaway Available,Present
16522228,No Alcohol Available,Not Present
16522228,Indoor Seating,Present
9100183,Home Delivery,Present
9100183,Takeaway Available,Present
9100183,Full Bar Available,Present
9100183,Kid Friendly,Present
9100183,Indoor Seating,Present
9100183,Wifi,Present
16518303,Takeaway Available,Present
16518303,Full Bar Available,Present
16518303,Has Early Bird Menu,Present
16518303,Indoor Seating,Present
16517299,Home Delivery,Present
16517299,Takeaway Available,Present
16517299,Wine,Present
16517299,Kid Friendly,Present
16521302,Takeaway Available,Present
16521302,Serves Alcohol,Present
16521302,Indoor Seating,Present
16517294,Home Delivery,Present
16517294,Takeaway Available,Present
16517294,Indoor Seating,Present
16522287,No Takeaway,Not Present
16522287,Full Bar Available,Present
16522287,Has Early Bird Menu,Present
16522287,Indoor Seating,Present
16522287,Lunch Menu,Present
16521299,Takeaway Available,Present
16521299,No Alcohol Available,Not Present
16521299,Buffet,Present
16521299,Indoor Seating,Present
9101288,Takeaway Available,Present
9101288,Full Bar Available,Present
9101288,Wifi,Present
9101288,Lunch Menu,Present
9101288,Indoor Seating,Present
9101288,Has Early Bird Menu,Present
9101288,Serves Cocktails,Present
16520233,Takeaway Available,Present
16520233,Full Bar Available,Present
16520233,Kid Friendly,Present
16520233,Gluten Free Options,Present
16520233,Indoor Seating,Present
16520233,Wifi,Present
16520233,Has Early Bird Menu,Present
9100440,Home Delivery,Present
9100440,Takeaway Available,Present
9100440,Wifi,Present
9100440,Indoor Seating,Present
9101567,Takeaway Available,Present
9101567,Wine,Present
9101567,Smoking Area,Present
9101567,Desserts and Bakes,Present
9101567,Outdoor Seating,Present
9101567,Wifi,Present
16518442,Breakfast,Present
16518442,Takeaway Available,Present
16518442,Wine,Present
16518442,Wifi,Present
16518442,Outdoor Seating,Present
16518983,Breakfast,Present
16518983,Takeaway Available,Present
16518983,Gluten Free Options,Present
16518983,Outdoor Seating,Present
16518983,Serves Organic Food,Present
16518983,Desserts and Bakes,Present
16520227,Breakfast,Present
16520227,Takeaway Available,Present
16520227,No Alcohol Available,Not Present
16520227,Wifi,Present
16520227,Indoor Seating,Present
9100984,Breakfast,Present
9100984,Takeaway Available,Present
9100984,Smoking Area,Present
9100984,Outdoor Seating,Present
16518263,Breakfast,Present
16518263,Takeaway Available,Present
16518263,Outdoor Seating,Present
16517404,Breakfast,Present
16517404,Takeaway Available,Present
16517404,Outdoor Seating,Present
16517404,Wifi,Present
16517404,Lunch Menu,Present
16518423,Breakfast,Present
16518423,Takeaway Available,Present
16518423,Wifi,Present
16518423,Indoor Seating,Present
16519363,Breakfast,Present
16519363,Takeaway Only,Present
16519363,Seating Not Available,Not Present
16519363,No Alcohol Available,Not Present
9100206,Breakfast,Present
9100206,Takeaway Available,Present
9100206,Wifi,Present
9100206,Desserts and Bakes,Present
9100206,Indoor Seating,Present
9100206,Lunch Menu,Present
16518601,Breakfast,Present
16518601,Takeaway Only,Present
16518584,Breakfast,Present
16518584,Takeaway Available,Present
16518584,Indoor Seating,Present
16518160,Breakfast,Present
16518160,Takeaway Available,Present
16518160,Kid Friendly,Present
16518160,Outdoor Seating,Present
16518160,Wifi,Present
16518160,Lunch Menu,Present
16520750,Breakfast,Present
16520750,Takeaway Available,Present
16520750,Indoor Seating,Present
9101668,Breakfast,Present
9101668,Takeaway Available,Present
9101668,Wifi,Present
9101668,Outdoor Seating,Present
9100477,Breakfast,Present
9100477,Takeaway Available,Present
9100477,Wifi,Present
9100477,Indoor Seating,Present
16518453,Breakfast,Present
16518453,Takeaway Available,Present
16518453,Wifi,Present
16518453,Outdoor Seating,Present
16518453,Serves Organic Food,Present
16520437,Takeaway Only,Present
16522146,Takeaway Only,Present
16522146,Desserts and Bakes,Present
16522431,Breakfast,Present
16522431,Takeaway Available,Present
16522431,No Alcohol Available,Not Present
16522431,Pet Friendly,Present
16522431,Desserts and Bakes,Present
16522431,Indoor Seating,Present
16519018,Breakfast,Present
16519018,Takeaway Available,Present
16519018,Wifi,Present
16519018,Desserts and Bakes,Present
16519018,Indoor Seating,Present
16519999,Breakfast,Present
16519999,Takeaway Available,Present
16519999,Indoor Seating,Present
9100113,Takeaway Available,Present
9100113,Indoor Seating,Present
16518524,Breakfast,Present
16518524,Takeaway Available,Present
16518524,Wifi,Present
16518524,Indoor Seating,Present
16522442,Breakfast,Present
16522442,Takeaway Available,Present
16522442,Outdoor Seating,Present
16522442,Desserts and Bakes,Present
16518514,No Takeaway,Not Present
16518514,Full Bar Available,Present
16518514,Indoor Seating,Present
16518514,Lunch Menu,Present
16518514,Wifi,Present
18241545,Breakfast,Present
18241545,No Takeaway,Not Present
18241545,Full Bar Available,Present
18241545,Indoor Seating,Present
9101303,Breakfast,Present
9101303,Takeaway Available,Present
9101303,Wine and Beer,Present
9101303,Wifi,Present
9101303,Outdoor Seating,Present
16519390,No Takeaway,Not Present
16519390,Full Bar Available,Present
16519390,Luxury Dining,Present
16519390,Wifi,Present
16519390,Lunch Menu,Present
16519390,Indoor Seating,Present
16519390,Private Dining Area Available,Present
9101088,No Takeaway,Not Present
9101088,Wine,Present
9101088,Luxury Dining,Present
9101088,Indoor Seating,Present
9101088,Has Early Bird Menu,Present
16518161,Takeaway Available,Present
16518161,Beer,Present
16518161,Lunch Menu,Present
16518161,Indoor Seating,Present
16522121,No Takeaway,Not Present
16522121,Wine,Present
16522121,Live Music,Present
16522121,Indoor Seating,Present
16522121,Nightlife,Present
16522121,Has Early Bird Menu,Present
16517332,Breakfast,Present
16517332,Home Delivery,Present
16517332,Takeaway Available,Present
16517332,Outdoor Seating,Present
16517332,Brunch,Present
16522183,Breakfast,Present
16522183,Takeaway Available,Present
16522183,Indoor Seating,Present
9101455,Breakfast,Present
9101455,Takeaway Available,Present
9101455,Vegetarian Friendly,Present
9101455,Wifi,Present
9101455,Indoor Seating,Present
9101455,Gluten Free Options,Present
16517397,Breakfast,Present
16517397,Takeaway Available,Present
16517397,Wine and Beer,Present
16517397,Wifi,Present
16517397,Indoor Seating,Present
16521287,Breakfast,Present
16521287,Takeaway Available,Present
16521287,Full Bar Available,Present
16521287,Indoor Seating,Present
16521287,Lunch Menu,Present
16521287,Outdoor Seating,Present
16521287,Pet Friendly,Present
16521287,Brunch,Present
9100834,Breakfast,Present
9100834,Takeaway Available,Present
9100834,Indoor Seating,Present
9100834,Vegetarian Friendly,Present
9100834,Outdoor Seating,Present
9100834,Kid Friendly,Present
9100834,Serves Organic Food,Present
9100734,Breakfast,Present
9100734,Takeaway Available,Present
9100734,Wine and Beer,Present
9100734,Wifi,Present
9100734,Indoor Seating,Present
9100734,Kid Friendly,Present
9100734,Serves Organic Food,Present
9100734,Desserts and Bakes,Present
9100734,Outdoor Seating,Present
16522255,Breakfast,Present
16522255,No Takeaway,Not Present
16522255,Indoor Seating,Present
16522255,Wifi,Present
16522223,Breakfast,Present
16522223,Takeaway Available,Present
16522223,Indoor Seating,Present
16522270,Breakfast,Present
16522270,No Takeaway,Not Present
16522270,Indoor Seating,Present
16519460,Breakfast,Present
16519460,Takeaway Available,Present
16519460,Wifi,Present
16519460,Outdoor Seating,Present
16520705,Breakfast,Present
16520705,Takeaway Available,Present
16520705,No Alcohol Available,Not Present
16520705,Indoor Seating,Present
16520705,Wifi,Present
16520705,Outdoor Seating,Present
16520705,Kid Friendly,Present
9100473,Takeaway Available,Present
9100473,Indoor Seating,Present
16522302,Breakfast,Present
16522302,Takeaway Available,Present
16522302,Full Bar Available,Present
16522302,Nightlife,Present
16522302,Live Music,Present
16522302,Outdoor Seating,Present
16522302,Wifi,Present
16522302,Pet Friendly,Present
16520235,Breakfast,Present
16520235,Takeaway Available,Present
16520235,Indoor Seating,Present
16520235,Wifi,Present
16520235,Outdoor Seating,Present
16520235,Smoking Area,Present
16519209,Breakfast,Present
16519209,Takeaway Available,Present
16519209,Wifi,Present
16519209,Outdoor Seating,Present
16520246,Takeaway Available,Present
16520246,Wifi,Present
16520246,Indoor Seating,Present
16518991,Breakfast,Present
16518991,Takeaway Available,Present
16518991,Wifi,Present
16518991,Indoor Seating,Present
16521327,Home Delivery,Present
16521327,Takeaway Available,Present
16521327,Wine and Beer,Present
16521327,Wifi,Present
16521327,Indoor Seating,Present
16509230,Home Delivery,Present
16509230,Takeaway Available,Present
16509230,Indoor Seating,Present
16509214,Home Delivery,Present
16509214,Takeaway Available,Present
16509214,Indoor Seating,Present
16520425,Home Delivery,Present
16520425,Takeaway Available,Present
9100860,Takeaway Available,Present
9100860,Wifi,Present
9100860,Indoor Seating,Present
16521198,Breakfast,Present
16521198,Takeaway Available,Present
16521198,Indoor Seating,Present
16521198,Wifi,Present
16521198,Lunch Menu,Present
16521198,Kid Friendly,Present
9100285,Home Delivery,Present
9100285,Takeaway Available,Present
16519080,Home Delivery,Present
16519080,Takeaway Available,Present
16519080,Indoor Seating,Present
9100171,Home Delivery,Present
9100171,Takeaway Available,Present
16521297,Takeaway Available,Present
16521297,Wifi,Present
16521297,Lunch Menu,Present
16521297,Indoor Seating,Present
