restaurant_id,review_rating,review_text,review_id,rating_text,likes,username,user_foodie_level,user_foodie_level_num,comments_count
9100691,3.5,"Good, fresh Mexican flavors!  K Chido is a very trendy place with some good Mexican food for a quick and cheap lunch. I got the pulled pork ...",27745812,Good Enough,0,Ricardo Lima,Super Foodie,9,0
9100691,1.5,"It looked good I thought, quirky,cool and colorful. In I went and spotted the hippy bus converted into a burrito wagon kinda job. Mexican fo...",25281248,Very Bad,3,Daniel Sweeney,Big Foodie,5,3
9100691,3.5,Very cool and creative Mexican food van in the Smithfield area along the luas line. It does really great food and good coffee. My favourite ...,25279921,Good Enough,1,Rex King,Super Foodie,11,0
9100691,4.0,Have been here on two occasions and I'll keep going back. The food is very fresh and is is delicious. I love the feel and atmosphere of the ...,25234602,Great!,2,Brian Judge,Super Foodie,8,0
9100691,4.0,This place was great for an informal brunch. I had the traditional breakfast burrito and man was I happy! It was strange eating Mexican food...,25218470,Great!,1,Cheryl Flood,Big Foodie,5,0
16518517,2.5,Got food and hot drinks here to take away. Coffee is always good so no complaints there. However the bagel was not good. It was definitely n...,27389646,Well...,0,Paul Jackman,Foodie,2,0
16518517,4.5,"My favourite branch of Itsa, always the best bagels here. I generally get the Californian but I sometimes change it up. It's somewhere we go...",26743797,Loved it!,0,Carol @ Gin & Griddle,Super Foodie,9,0
16518517,4.0,"Always a great spot for the humble bagel. Some sandwich shops haphazardly make bagels, but Itsa is always better. Value is good, they're gen...",25919481,Great!,0,Darragh Flynn,Big Foodie,6,0
16518517,3.5,This Itsa has a really great location and the staff are friendly and helpful. The store is always clean and they make an effort with the cre...,25285926,Good Enough,2,Rex King,Super Foodie,11,0
16518517,4.0,"Great spot for lunch. I always find replicating a bagel from here so difficult, they have great flavour combos and you don't feel too guilty...",23587767,Great!,0,Caitriona Brennan,Super Foodie,10,0
16519306,3.0,"Milano has many outlets in Dublin. The service is fast and staff are friendly. I like their bread ( the one they serve with salads), but the...",30407481,Average,0,Rima,Super Foodie,8,0
16519306,4.5,Rissotto and canalloni are amazing.. Must try!!! 'For vegetarian's' ,30266265,Loved it!,1,Nisarg Desai,Big Foodie,4,0
16519306,3.0,"Pizzas are above average tastewise, but their starter menu is way more better. Especially dough balls with garlic butter shouldn't be missed...",27932746,Average,0,Selin Demir,Big Foodie,4,0
16519306,5.0,The best out of all the Milanos in Dublin and possibly the best pizza in the world! Always go for the pomodoro pesto with of course extra ga...,25084156,Insane!,0,Chloe Martin,Big Foodie,4,0
16519306,3.5,My friend and I decided to have here a quick bite before going out. She got Margherita and I got pizza with aubergine! I love pizza with aub...,24831503,Good Enough,0,Carolina Concialdi,Big Foodie,6,0
9101604,4.5,"New owners, new faces. The staff are super friendly and the food is good. You can find from the ordinary steak with fries for a decent price...",25914239,Loved it!,1,Luana Micheau,Big Foodie,5,0
16519428,4.0,A great spot for a quick bite in skerries! It always seems to be packed outside. The staff were really helpful and they have a great selecti...,24962798,Great!,2,Lucy Quinn,Super Foodie,10,1
9101254,4.5,"I LOVE Leonidas Chocolate Shop. I've been eating the chocolate coins since I was in my pram! They have an excellent range of chocolates, who...",25241340,Loved it!,1,Chatterbox Clara,Big Foodie,6,2
16520745,4.5,Yesterday we decided to stop at the Coachmans Inn for early bird meal. Delicious food and there are so many options to choose from! Some ear...,28324929,Loved it!,0,Carolina Concialdi,Big Foodie,6,0
16520745,3.5,"The last few times that I've gone have been into the main restaurant. The food is nice, no complaints about it! The carvery isn't what it us...",25218408,Good Enough,0,Chatterbox Clara,Big Foodie,6,0
16520745,4.0,Visited the Coachman's for lunch on Monday.  After working in the airport for years I decided it was time to pop the cherry and visit the Co...,24894449,Great!,0,Ais,Super Foodie,9,0
16520745,4.5,Great spot for a carvery lunch! I used to do a lot of work at the airport and the Coachman's was always a real treat. It gets very busy duri...,23604894,Loved it!,0,Ponyboy,Super Foodie,10,0
16520745,5.0,Was a brilliant experience...... Staff were so  helpful..... I could not fault any of our eating experience at all. The food was very high q...,7649125,Insane!,0,Mary Tully Galligan,Foodie,2,0
16517436,5.0,one of the few best ice cream outlets that one can find in Dublin. All their ice creams are yummy and hard to resist eating. Ferrero & snowm...,38441570,Insane!,0,Rammohan M,Foodie,3,0
16517436,4.0,"Great for those sunny days! However, be warned you may not be able to dodge the inevitable queue. I didn't mind the wait too much as the sta...",27598437,Great!,0,Lorna Lynam,Big Foodie,4,0
16517436,5.0,"Best Ice-cream in all of Dublin. Lots and lots of toppings from chocolates to jellies, whatever your looking for on an ice cream you'll find...",27271593,Insane!,0,Graham Lambe,Foodie,2,0
16517436,4.5,"Came here at 8 on a Friday and there was a queue way out the door. I didn’t mind the wait, it moved fast as the staff are so efficient and...",27091799,Loved it!,1,Aifric Heffernan,Big Foodie,6,0
16517436,4.0,I've been here many times. Can't get enough of the yumminess. I usually always get a scrumy tub with the 3 toppings and the Ferro Roche sauc...,26901818,Great!,0,Wannabe Vegan,Super Foodie,10,0
16519994,4.0,Been to this Nandos more times than I count at this stage. Shared a red pepper dip with pitta - my fave and then just got a medium butterfly...,27009288,Great!,0,Karen McGrath,Big Foodie,5,0
16519994,4.0,"LOVE Nandos for my chicken fix! This is a nice one too, they have a good few booths and they're always nice and speedy with the food! Went f...",26262828,Great!,1,Emma Poff,Super Foodie,9,0
16519994,3.5,"Nandos is my guilty pleasure! Absolutely love the sauces. It is relatively expensive though for just a wrap & chips, the sauces are what mak...",26117754,Good Enough,0,Sarah Bathe,Big Foodie,4,0
16519994,3.0,To be honest I think that Nandos is really over rated and I don't know why a lot of people love it so much . I think it's a glorified fast f...,25276489,Average,2,Aislinn Flynn,Super Foodie,8,0
16519994,4.5,Had the chicken butterfly here recently. Very tasty. I'm a fan of Nandos but this was my first taste of the chicken butterfly. I'd recommend...,23633630,Loved it!,0,Pogga,Super Foodie,9,0
9100500,3.5,"Not too sure why this place is named 'Barista Angel' it's Coffee Angel. There are a few of these places around, but this is the only cart th...",25240932,Good Enough,0,Rex King,Super Foodie,11,0
9100500,5.0,I decided to try this coffee yesterday after walking by for nearly 6 months.....Definitely the best coffee I have had in Dublin since coming...,24754745,Insane!,0,Karen McCormack,Foodie,3,0
9100500,4.0,Best coffe around and great value. It's a little coffee cart on John Rogersons query. This place does great business because it does great c...,23740928,Great!,1,Rory McCarthy,Super Foodie,8,0
9100500,5.0,"Has to be the best coffee around, love the mocha's. Hot chocolate is amazing also 😀😀 would never go any where else",23739493,Insane!,2,Claire Fogarty,Foodie,2,0
9101741,3.5,"Finally tried cocobrew today, have been meaning to try it for weeks as I see it in the VW garage most Saturday's! I tried it today at wellfe...",24982644,Good Enough,0,Jill Clarke,Super Foodie,10,0
9100853,4.0,Place has ultimate Irish bar authenticity. The live music must cheer up your mood because if it doesn't something is not fine with you! The ...,33892967,Great!,0,Foodatsight,Connoisseur,13,0
9100853,5.0,Walking ages to find a Irish restaurant to eat some proper Irish food on a Sunday afternoon and found this one in the middle of popular bars...,32125384,Insane!,0,NomNomNom,Big Foodie,7,0
9100853,4.0,This restaurant appeared like this in the middle of the confusion that was in the street that day. I tried the beef stew with guiness and it...,29194870,Great!,0,Ana Pais,Big Foodie,7,0
9100853,4.0,"It was my first irish food experience, the food was really tasty. The space is really nice, and it is located on the heart of Temple Bar. Th...",29097588,Great!,2,Pedro Mesquita,Super Foodie,9,0
9100853,5.0,This place will be in my highly recommended of Temple Bar! We had lunch which was delish with great service! Walked down to the bar and musi...,28073828,Insane!,0,Ryara002,Big Foodie,4,0
16522144,5.0,"Loved everything about this place form start to finish. Interior, ambience and staff are all on point before you even touch a bite of food. ...",39220064,Insane!,0,Delhiciousfood_,Super Foodie,8,0
16522144,3.0,test review and examine for integration testing sources. we have to conclude these item on these stages on morning sesion. It will impact to...,35612088,Average,1,Sarath,Foodie,2,0
16522144,3.0,"I'd seen Riba many times driving through stillorgan, it's just up from the cinema. The front is sleek and welcoming and I kept meaning to tr...",27610656,Average,0,Muireann McDonnell,Big Foodie,4,1
16522144,4.0,A solid local gem.  Eventually got here this evening after some rescheduling and was pleasantly delighted by the #ribadatenight menu.   To s...,27415443,Great!,1,Clare Dunne,Connoisseur,12,0
16522144,4.5,I wanted to see what this place was all about as I'd heard nothing but good things. Apparently their chicken wings are amazing so I got a st...,26721687,Loved it!,0,Natalie May,Big Foodie,6,0
16509214,3.0,They have numerous offers through out the week which makes the occasional yearnings for pizzas quite enjoyable.. The home delivery service i...,27766826,Average,1,Priya M,Super Foodie,11,0
16509214,2.0,"Totally generic four star pizza. If you've ever ordered from any other four star, well this is exactly the same. Delivery can be kinda slow ...",23634199,Blah!,0,Pogga,Super Foodie,9,0
9100783,4.5,The greedy goose is a lovely spot in Malahide. It is open mon-fri 5pm - close. Sat & sun 1pm - close.  I recently went to the greedy goose a...,26100562,Loved it!,0,Sarah Bathe,Big Foodie,4,0
9100783,4.5,Had lunch here today. Great value @ €17 pp for 3 courses. Food was excellent. The only thing was that there was only 2 staff working and t...,24339427,Loved it!,0,Danielle Donnelly,Foodie,3,0
9100783,5.0,To start of the view from the window was splendid. Got the tasting menu which had different pricing for different choices which turned out t...,24259253,Insane!,0,Tijo,Big Foodie,7,0
9100783,4.0,Definitely one of my favourite options in Malahide as it is very different to other surrounding restaurants. Went on Saturday and was yet ag...,23500068,Great!,1,Louise Hynes,Big Foodie,5,0
9100783,0.0,"Incredible. 4 tasting menus, spectacularly done. A great restaurant in a friendly location -- an unexpected treat in Dublin's northern subur...",14762722,Not rated,0,Lance Ludman,Foodie,1,0
9100279,4.5,"As far as a Jägerbomb goes, they are top notch in Coppers. If you're looking for a cheap drink while listening to songs like 'Riverdance' &...",25930745,Loved it!,1,Roisin Rooney,Super Foodie,10,0
9100279,4.0,"Time-wise, far from the utter frenzied madness that occurs there 8-12 hours previously, Copper Face Jacks bewilderingly decides to also oper...",24963146,Great!,1,Damian McEvoy,Super Foodie,9,2
9100279,4.5,"Amazing place to be on fridayz, young crowd and a perfect place to get hooked!! Winks!!! Yeahh... Quiet a hippy place in CBD. Was a regular ...",24672454,Loved it!,0,Sandeep Iytha,Super Foodie,10,0
9100279,4.0,"Coppers, oh Coppers, where do I begin? Lived in here during my college years when all I wanted from a night out was to rob drinks, boogie my...",24244824,Great!,4,Sorcha Heffernan,Big Foodie,6,0
9100279,4.0,,23980534,Great!,0,Becky Flynn,Super Foodie,10,0
9101038,4.0,"Was here for a team lunch and was so impressed with the food, staff and decor!  I ordered the macaroni and cheese (thanksgiving menu) and it...",25589568,Great!,0,Niamh Cleary,Super Foodie,10,0
9101038,4.0,Beautifully laid out and quiet lunch spot beside the Merrion Hotel. I love the exposed stone work in this restaurant and there is ample priv...,25149738,Great!,2,Olwyn O'Driscoll,Big Foodie,7,0
9101038,5.0,One of my favourite little spots to go for a few drinks in town. It is located underneath the hotel. The cellar has a great atmosphere and h...,24368346,Insane!,1,Louise,Super Foodie,10,0
9101038,4.5,I went to the Celler Bar for Brunch recently.... not expecting all that much to be honest as I hadnt heard much of it! With a mid-day bookin...,24146338,Loved it!,2,Kate Barry @ Kateskabin,Super Foodie,10,1
16519214,4.0,"Cute restaurant, I tried dessert with tea. The carrot cake was fair but the torta nonna was absolutely delicious. I also heard that their ca...",33224172,Great!,1,Rima,Super Foodie,8,0
16519214,3.5,"Very cute atmosphere and with personality, but on the crammed side of things. The cannoli we had were really something special, but the pist...",32065537,Good Enough,0,Filipe Passos-Coelho,Super Foodie,10,0
16519214,4.5,"If you are on a diet, do not go there! ;) There are too many delicious things to try, specially sweets. It is for sure a 'must go' in Dublin...",30690964,Loved it!,1,André Martins,Big Foodie,6,0
16519214,4.5,We went there since it was a recommendation from some Italian friends. Very nice and cozy place with friendly staff. We had some coffee and ...,29608493,Loved it!,0,Joao Goncalves,Big Foodie,5,0
16519214,5.0,Amazing cannoli and espresso!! Taste of Sicily in Dublin! If I could give them more stars I would! Cannolo was full of flavors and fresh and...,29320181,Insane!,0,Carolina Concialdi,Big Foodie,6,0
16521292,3.5,"Tasty spicy comfort food noodles available for delivery!  I got the Mee Goreng (Noodles) Dry, which is basically some Wok Fried Noodles with...",25952909,Good Enough,0,Hugo Cabral,Super Foodie,8,2
16521292,4.5,"Spice bags. That is all.. Well, that's all i've ordered from here. Spice bag combo, spice bag, curry sauce and a drink for €8.50. Winner w...",25950819,Loved it!,0,Robbie Purcell,Super Foodie,9,0
16521292,4.0,Never has M Fusion disappointed me. My family and I order from here quite regularly and they are always quick to delivery and still hot an...,23734700,Great!,0,Saz,Big Foodie,7,0
16519351,5.0,Great food and Incredibly friendly staff.The chef went out of his way to accommodate our many requests and provided us with some of the best...,25461433,Insane!,0,Lisa Salecker,Foodie,2,0
16519351,5.0,Delightful Italian Style Pizzeria and Restaurant! Full menu and daily specials. Wines and craft beers! Full take away and delivery service a...,7070026,Insane!,0,John Lawler,Foodie,2,1
16522451,3.0,Pocket friendly and open till late night on weekends.  Tried their fish and chips which I personally didn't like but loved the garlic mushro...,34541088,Average,1,Foodatsight,Connoisseur,13,0
16522451,3.0,"Albeit not my favourite place in the world, the girls swear by here to cushion the blow of too many drinks on a night out. Many a night has ...",26685378,Average,0,Clare Dunne,Connoisseur,12,0
16522451,3.0,"Called in here last night and went for the 12"" margherita pizza + a can of coke for €5. Amazing value, pizza cooked to order and very tast...",24776514,Average,0,Pogga,Super Foodie,9,0
9100296,1.0,Rude staff and threatening security guard. The place is small and doesn't have alot of tables. Food is awful but cheap. Avoid it. Zaytoon ar...,33937076,Avoid!,0,Ak Jk,Foodie,2,0
9100296,1.0,"Went to order and asked if they accepted card as my girlfriend used the toilet before we ordered,  as my girlfriend out of the toilets I fel...",27767955,Avoid!,0,Garrett O'Callaghan,Foodie,2,0
9100296,3.0,"A good place to have a fast meal. Average food quality, but excellent prices, so you can eat for less than 6/7 €. The interior is ordinary...",6933463,Average,0,João Esteves,Big Foodie,7,0
16520753,3.5,"Now I can only speak for one part of King 7, but if you're looking for a fun, weird, surreal night on the town, King 7 is the way to go. Whi...",6456734,Good Enough,1,Rob McDonald,Super Foodie,8,0
9101242,4.5,"Tried OCB's for the first time today and it didn't disappoint. This place is definitely a hidden gem! They have a great selection of soups, ...",26256031,Loved it!,2,Karen Aherne,Super Foodie,10,0
9101242,4.5,"After reading the reviews, I just knew I had to try the Freshly made roasted ham!! I opted for the ciabatta bread with lettuce and cheese a...",26185751,Loved it!,1,Sarah Bathe,Big Foodie,4,0
9101242,4.5,"Such a nice cafe tucked away on lower mount street! A little hard to find, but definitely worth it once you do! I opted for a toasted sandwi...",26066390,Loved it!,2,Niamh Cleary,Super Foodie,10,1
9101242,4.0,OCB's is literally a hidden gem! Tucked in off lower mount street it would be hard to find without being told previously! It mainly is for t...,26065731,Great!,1,Andrew Martin,Big Foodie,5,0
9101242,3.5,Handy little sandwich shop tucked away just off Mount St Lwr. Really nice food and really good staff. No complaints at all there.  Major tu...,25214846,Good Enough,0,Robbie Purcell,Super Foodie,9,2
9100900,5.0,"This is Dublin's most emblematic bar/pub, with such a vibrant atmosphere, and an amazing environment. Although the whole city has plenty of ...",41845759,Insane!,0,Francisco Faria,Super Foodie,8,0
9100900,4.0,Apesar de ser o sitio mais icónico de Dublin não foi o que mais me agradou. Não tenho grandes criticas a fazer pois o espaço e brutal e ...,41221460,Great!,0,Francisco Baptista Simões,Super Foodie,9,0
9100900,5.0,I have the best experience there.!! The temple bar best place for night life and for drinks! I really love dublin culture and specially graf...,40495172,Insane!,0,Param936,Foodie,2,0
9100900,5.0,"When you are in Dublin then this Place is must visit. The cab driver doesn’t need to put in google maps. 😄 More than food, the aura and...",40472745,Insane!,1,Varun Jain,Super Foodie,11,0
9100900,5.0,A great spot for dinner followed by a night out. The food is good. Drink were great too. Great music. Great crowd. If you're planning a nigh...,39870252,Insane!,0,Tanmay Gajanan Tavhare,Foodie,3,0
9101307,4.0,"Had a lovely meal here during a trip in Dublin. The waiters are absolutely fantastic and so nice! The chocolate cake it's from other galaxy,...",27530633,Great!,0,Joana Duarte Silva,Big Foodie,5,0
9101307,4.0,Got the large pizza here. Was my first time to visit this restaurant so didn't know what to expect! The pizza was huge and delicious. Thin b...,25725540,Great!,0,Anne-Marie,Big Foodie,6,0
9101307,4.5,Had a lovely meal here recently for my first visit. Very impressed with the pizza and also tried a chicken burger with bacon and cheese whic...,24395808,Loved it!,0,Niamh,Super Foodie,8,1
9101307,0.0,VERY impressed!. My wife had a gluten free pasta and I had one of the bistro style thin crust pizzas. Both were excellent. We had a couple o...,14762944,Not rated,0,Dan G.,Big Foodie,7,0
9100845,5.0,Koba is placed perfectly just opposite to portmarnock beach. We just loved the ambience and the feel of the place. To eat some awesome thai ...,34684695,Insane!,0,The Globetrotting Foodies,Super Foodie,11,0
9100845,4.0,This is my new favourite place to get Thai take away. everything is so fresh and tasty. I've tried a few of the dishes and none have disappo...,24739225,Great!,1,Ana Dunne,Big Foodie,6,0
9100845,4.0,"My number one takeaway option near Malahide since its opening. Had it a few times, mostly get the massaman curry as its so nice. Good value ...",23945273,Great!,1,Louise Hynes,Big Foodie,5,0
9100845,5.0,the food the staff the value all excellent have been twice in the last two weeks just hope they get the business as far as i am concerned th...,6768214,Insane!,1,Denis Doyle,Foodie,2,1
16518413,4.5,"Go here a lot as its local! The atmosphere is great, a traditional Irish pub ambiance and many of the locals drink here. Unfortunately it an...",25027474,Loved it!,0,Lydia Walsh,Super Foodie,9,0
9100795,4.0,"The food at Forest Avenue is very good. We had the brunch tasting menu which had some wonderful ingredients, cooked very well. The goat was ...",27987665,Great!,0,Fork N Spoon,Connoisseur,13,0
9100795,5.0,"A really special place - incredible and interesting food, great service and a pleasant atmosphere - Forrest avenue is definitely worth a vis...",27658986,Insane!,0,CM,Big Foodie,4,0
9100795,5.0,I would put it down as one of my most memorable and favourite meals. We had the tasting menu which I thought was excellent value - from food...,27292867,Insane!,0,The Cinnamon Fiend,Super Foodie,9,0
9100795,4.0,Have been dying to come here since ever really and finally got to treat myself to their 5course brunch tasting menu which is very reasonably...,26761714,Great!,1,Clare Dunne,Connoisseur,12,0
9100795,5.0,"Obsessed with Forest Avenue right now, I've just had 2 really great brunch experiences. The 5 course tasting menu is amazing. I love the sur...",26354512,Insane!,0,Karen Sherry | Never End Weekend,Big Foodie,7,0
16518556,4.0,"We had a very special family night out here mid week.  As always, service was excellent, food was delicious and atmosphere was great (even ...",25395682,Great!,0,Sinead Usher,Big Foodie,4,0
16518556,4.5,Authentic family run Italian spot. Their pasta dishes are delicious. There is a good variety on the menu they do a lovely chicken and mushro...,24276603,Loved it!,1,Louise,Super Foodie,10,0
16518556,3.0,Been here twice. It's quite a loud restaurant with many young families dining. The food is ok and the prices are fine. The wine list could b...,24222435,Average,1,Lydia Walsh,Super Foodie,9,0
9101868,5.0,"One of my favourite spots, very small and intimate but with an incredible vegan pizza menu and some delicious vegan desserts. A great spot t...",29145425,Insane!,0,Leahcg,Big Foodie,5,0
9101868,4.0,Went for a quick lunch and the food was pretty good and staff really friendly. Would definitely go back to try the pizza and the hazelnut de...,27176066,Great!,0,Karolina Pawlak,Big Foodie,7,0
9101491,4.0,"I had the Chicken fillet burger which was amazing and had delicious mayo. My hubby had a cheeseburger with added bacon, which while tasty, h...",24414933,Great!,0,Esme,Foodie,3,0
9100957,5.0,"Zaytoon at Temple bar is amazing, the place has got amazing Iranian food and a good feel to it. When we visited the place was packed with pe...",39946048,Insane!,0,Kartikeya Pathak,Super Foodie,11,0
9100957,3.0,"Location: located near the temple bar, is quite to find it.  Food: Its famous for takeaways. All the servings and dishes are good, until the...",39693162,Average,0,Akash,Super Foodie,8,0
9100957,3.5,A fine place to dine if you are a Lebanese fan. The food is decent and can lift up anyone’s mood. I ordered the Chicken Shawarma along wit...,32825095,Good Enough,0,Kaustav Banerjee,Big Foodie,7,0
9100957,3.0,"Have been in Zaytoon quite a lot of time. Although they do not have the kind of kebab I like, but I really enjoy their kebabs. I would take ...",31177158,Average,1,Arjun Pakrashi,Big Foodie,6,0
9100957,4.5,"What a lovely place to enjoy Persian food. Totally loved the experience, the service and the taste of great food. If you're around in Temple...",30448173,Loved it!,0,Abhirup Bhattacharjee,Big Foodie,7,0
16518278,4.0,Myself and himself are very fond of a curry but often compare Irish curry houses unfavourably with their Scottish counterparts. So it's with...,25150811,Great!,0,Fluffandfripperies,Super Foodie,8,0
16518278,4.5,"Best vindaloo in Dublin Staff great , do not let premises deceive you truly fan place . Just wish they would stay open bit later  Simply the...",23512412,Loved it!,2,Paddy O Ridler,Foodie,2,0
16518278,4.5,"It may seem like a high rating for such an unassuming restaurant however having searched across Dublin (seriously), Ruposhi will serve you t...",7684738,Loved it!,1,Aphfoodisia,Foodie,3,1
9100404,4.0,This place is well worth a go for a high quality fish and chips or even a burger. It's on a par with the likes of macaris I would say. The c...,26745218,Great!,0,Karl Hopkins,Big Foodie,6,0
16520704,2.0,Wouldn't be mad on this chipper... I think you can tell a lot on a chipper by their chips alone which is all that I've tried! They aren't gr...,26680583,Blah!,1,Natalie May,Big Foodie,6,0
16520704,3.5,"Looking for a quick bite for a lunch, snacks or dinner, this is your place. Got late and no time for dinner, never mind, hop in to the place...",23201746,Good Enough,1,Navratna Ojha,Super Foodie,8,0
16520211,3.5,"One of the ""not too bad"" restaurants specially if you consider Saggart where at times it's really hard to get some good food.  Been here a c...",30783427,Good Enough,1,Navratna Ojha,Super Foodie,8,0
16520211,3.0,So me and my cousin went in here last Friday at lunch time for a bite to eat.   She went for the soup and sandwich combo and I got the beef ...,27185789,Average,0,Natalie May,Big Foodie,6,0
16520211,4.0,Oh the chicken wings in here are so very good and huge portions too. They have the most amazing tangy but not too spicy sauce and there is l...,25161061,Great!,0,Rex King,Super Foodie,11,2
16520211,4.0,A handy spot as it is close to where I work and is always bustling at lunchtime. The staff are very pleasant and attentive and will do their...,25134201,Great!,0,Katie O'Connor,Super Foodie,9,0
16520211,3.5,"Superb quality food, and service from very friendly staff. I had the chicken curry as a main course as shown here. My father had a steak whi...",24760044,Good Enough,1,Laura And Steven,Super Foodie,9,0
16518297,4.0,Visited only 2 weeks ago for the first time. My friends suggested cocktails so I opted for that. The cocktail menu was endless and at a 5er ...,26684546,Great!,0,Ryan Maher,Foodie,3,0
16518297,3.5,I went here for a 30th recently and I was surprised I'd never been before. It's huge! I only had finger food (which was nice but quite cold ...,26032153,Good Enough,0,Roisin Rooney,Super Foodie,10,0
16518297,3.5,"Selling point for Copan has to be its great value cocktails... at only €5 can't go wrong! Lengthy list of cocktails, venue and atmosphere ...",25938252,Good Enough,0,Katie O'Connor,Super Foodie,9,0
16518297,4.0,"I've been here once or twice for dinner and drinks.. I have to say it's fab! I got the chicken pesto for my main, it was so tasty and the pr...",25640816,Great!,0,Shauna Walsh,Super Foodie,10,0
16518297,4.5,"My friend and I made a last-minute decision to go for a bite to eat in Rathmines last night. Having been to Copan for cocktail before, and h...",25482182,Loved it!,0,Aisling Breen,Foodie,2,1
9100111,4.0,"A great, cosy coffee shop right in the middle of Templeogue Village. Their breakfast and lunch menus are simply wonderful and they open as a...",24276013,Great!,0,Emma,Foodie,2,0
9100812,4.0,"Cafe Provence is a real favourite with everyone in Malahide, it's always busy but there's never a queue. The cafe is perfectly located, righ...",26592500,Great!,4,Emma Parker,Big Foodie,7,0
9100812,4.0,Great for a fry up on a Sunday morning when you're feeling delicate! It can get very busy and it can be snug when it's busy! Cakes change ev...,26455586,Great!,0,Fienna17,Foodie,2,0
9100812,4.0,Staff is great and food/coffee pretty good . Heard the soup is worth a try. The only thing is the atmosphere isn't as French as cafes in cit...,26218729,Great!,0,Karolina Pawlak,Big Foodie,7,0
9100812,4.5,,25876113,Loved it!,0,Sinead,Big Foodie,7,0
